image,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
frame_0011.jpg,0.0,0.0,0.0,0.053166173149513773,-0.4027593539050676,0.11734025207096102,0.0368176086804624,-0.7826124575744887,0.13348860774607918,0.019629259498187654,-1.1089750446731108,0.14331571224214554,0.03560194731173556,-1.349925599570231,0.14205904490929835,-0.035759052858760486,-1.0734012063982217,-0.13627903483783171,-0.11176545269225842,-1.6727174673913257,-0.23232907094477107,-0.1412673032093161,-2.0520357367123796,-0.26748574060692903,-0.14241127563910924,-2.3289492711725903,-0.27927715471470543,-0.1282733017034391,-0.9682628404666325,-0.21450648438121184,-0.2580708104823835,-1.6528515690248036,-0.32691034178289186,-0.3358313013748976,-2.0699126483476347,-0.36756181063717314,-0.3858516592922354,-2.388568783460639,-0.38760641383969213,-0.23295985300013755,-0.8000426752133483,-0.26775566362548264,-0.3854544284847092,-1.439074063626948,-0.37040275721680915,-0.48593573712948807,-1.8264317353855672,-0.4211603781277099,-0.5455918292978511,-2.133298580911022,-0.44569079683927465,-0.33919000442877023,-0.5755198912573232,-0.2966475589379501,-0.5150329482556646,-0.9649789858945949,-0.4115240991279086,-0.6278656727500425,-1.2091809283366977,-0.4688673786550568,-0.7234021878044793,-1.4483965673317203,-0.49484018317595785
frame_0012.jpg,0.0,0.0,0.0,0.07066323043617659,-0.42886049810640875,0.12368062381880358,0.08293747362773318,-0.7914537871491427,0.14319498837976172,0.10075373375336326,-1.1062800785270026,0.15680118424317932,0.15713738592315404,-1.3370004795187962,0.16184490579502253,-0.026501435484200784,-1.0582335493062431,-0.12008922800397508,-0.06698007739435076,-1.6122210888529365,-0.20677774689550324,-0.09263202192835743,-1.9697760520991225,-0.23687833451263515,-0.09301171546603669,-2.2381628849656816,-0.24849272397894231,-0.13669554079359394,-0.9713485830131839,-0.1944126009430115,-0.2361402538351016,-1.5953651683979377,-0.31610255935662795,-0.3087876554127158,-1.985463817725657,-0.362282262017131,-0.35563601264205685,-2.2942941153209984,-0.38597525925605664,-0.25300015562410466,-0.8164666228035016,-0.2418955487617651,-0.3820236657912908,-1.4079766637621052,-0.3513085792026707,-0.47852659209136406,-1.7679683605768828,-0.3993746483916357,-0.53959795073545,-2.0564997219790313,-0.41943321154431523,-0.3617295491076821,-0.5997536025585324,-0.2640412738802583,-0.5243062754563761,-0.9792826482802472,-0.37203176320421016,-0.6277698308594459,-1.2069541856002786,-0.4226698265459675,-0.72239147207051,-1.4360289336129528,-0.44463654879218556
frame_0013.jpg,0.0,0.0,0.0,0.06551126728560894,-0.43116631529066407,0.13855607041213402,0.07930787276856253,-0.7909660707823782,0.16025921648684432,0.08852257975164224,-1.1076911471490123,0.17703447218919993,0.1442692263101641,-1.3458573934132374,0.18503065570255667,-0.030356957149656708,-1.0670605768439771,-0.14984840786123496,-0.08264408775222598,-1.6452986378437087,-0.25665658624637533,-0.11035737753957851,-2.0096580052919606,-0.29188159574209177,-0.10589061722985617,-2.2765342331532943,-0.30125813525130096,-0.1409360186672882,-0.96365799709067,-0.22693678257482167,-0.2547771856991759,-1.6218026064857407,-0.3663381444977252,-0.33205811077693625,-2.0292067944612535,-0.4055277689454159,-0.3803890845734963,-2.3431686079667644,-0.41967075564407724,-0.2560991267853561,-0.7971732221678615,-0.27461374030386276,-0.3976327470291398,-1.4088095210936777,-0.4011560889368425,-0.49434152321452296,-1.7736102158025011,-0.44374561954987557,-0.5504148958686055,-2.058749836307768,-0.45347823357858097,-0.36103856508612453,-0.5767781044524086,-0.2936082389742524,-0.5342291729400074,-0.9631179646092503,-0.4182276348349134,-0.6430742876835656,-1.1947857770517134,-0.47278734842761,-0.7396318375893467,-1.4185527682201675,-0.49257833593532824
frame_0014.jpg,0.0,0.0,0.0,0.03555572089659377,-0.45201945503061786,0.13162774034478658,-0.002843040472221592,-0.8327799153316859,0.15491127774935534,-0.058874053681562004,-1.1234472099390314,0.16530687359913696,-0.11793152236015411,-1.293019235514836,0.16055853963339942,-0.030078331220856215,-1.0872139985469293,-0.11813329762847087,-0.12175860913564085,-1.6724825045913254,-0.20952554486623504,-0.1505463382454749,-2.033312948731006,-0.24559405542398965,-0.15299316775826985,-2.3045546184187966,-0.2605442409968421,-0.11213807127021745,-0.9712179472802885,-0.21014459748577538,-0.2577989598774842,-1.6355202779960691,-0.31185067075426826,-0.3418028124807605,-2.0345803269171983,-0.3557158039368088,-0.3984274940197107,-2.3472824003896298,-0.3828180161952543,-0.20979737563706932,-0.7984413441326983,-0.27791017382960637,-0.36269786373252894,-1.4365061487214974,-0.37381771915017653,-0.46777802221950326,-1.8042549460589306,-0.4342923063209872,-0.5349826597649966,-2.1033198498574497,-0.47073364188595584,-0.30752041077438513,-0.5803220260920995,-0.3212916282707149,-0.47598006435995655,-0.978561244293304,-0.4392694094485829,-0.5879386092903247,-1.2118229933961335,-0.5066059642880238,-0.686427709892268,-1.4370678436476203,-0.5430599109842665
frame_0015.jpg,0.0,0.0,0.0,-0.1637275778550833,-0.2272070440268571,-0.017959155350483067,-0.24378799435057363,-0.6093495375174856,-0.03052106590547,-0.28570436715718484,-0.8535004244612937,-0.052300048553548084,-0.34019207532345797,-1.0316395925820296,-0.07707889172181906,-0.1245329424842978,-1.0123998371556424,-0.013974479311569907,-0.15205448978613795,-1.4232265785950915,-0.07914052744457793,-0.17177225583047917,-1.7041341607849865,-0.13667170062929823,-0.18778991018857788,-1.9364164352627482,-0.17738223576958392,-0.06868187237926277,-0.9961773947953915,-0.053975906709805,-0.09227169637529768,-1.4225838434548352,-0.11378866175740011,-0.12039316419729675,-1.7407894077344572,-0.16926289012841586,-0.14099232679834042,-2.016686260816275,-0.2077886437799549,-0.015135913908865362,-0.9213462940979332,-0.10156905323036,-0.017232626669776267,-1.3292254466818865,-0.1559595795167285,-0.0348378608967851,-1.6176201280948859,-0.1991425192612942,-0.0533232880566382,-1.8557295110558036,-0.2288215623288822,0.03185424929867734,-0.7909775813373573,-0.15391445063545292,0.05411269336132427,-1.0895657102185288,-0.20288002926027238,0.040769491216052244,-1.2998588299786231,-0.22821680582000745,0.017603686710619775,-1.4696960025377155,-0.24494434033502105
frame_0016.jpg,0.0,0.0,0.0,-0.16314490165441425,-0.187915086827942,-0.04211134916820163,-0.2842011394221176,-0.5549529488551914,-0.06351310252117995,-0.3724893951181793,-0.7946875029710946,-0.08599309429833875,-0.46049566027617284,-0.9498788231622158,-0.1144630102401853,-0.1291850622934756,-0.9762226177703828,-0.05190192913243576,-0.18149422191159253,-1.3668428117771165,-0.1162644697334539,-0.2173738119628111,-1.6153567707039753,-0.17002270716414933,-0.2448891026099432,-1.8208303263797645,-0.210775302437299,-0.020748540055690035,-0.9960302806350082,-0.08656314541249228,-0.053925962165384735,-1.4543262443272178,-0.15341825660721495,-0.07987215863422731,-1.7648691337131175,-0.21613327174924601,-0.10157486606948313,-2.023427663760775,-0.2589390733555408,0.08842848422345141,-0.9129156567805778,-0.12847197643604769,0.10305433666890629,-1.3627530118464528,-0.20502970262740342,0.10159429019113858,-1.6598138995299103,-0.2690903706535493,0.09809692597096585,-1.9170301844340942,-0.3119705674977196,0.18808615540813559,-0.7460162768746043,-0.1719649595918514,0.2586427438382557,-1.04308836750542,-0.24837560982696624,0.30132708078906695,-1.2541785613062104,-0.28904482194629894,0.3358837859233304,-1.4491736552840464,-0.3152239800847328
frame_0017.jpg,0.0,0.0,0.0,-0.19941356286694506,-0.17070559827992476,-0.05464877875842475,-0.3452379657677921,-0.5138337102594267,-0.07897415385976132,-0.44872075665577443,-0.7559766614990504,-0.10251750906564254,-0.5549581831614755,-0.8916665550462028,-0.12985506785183065,-0.18989857278434494,-0.950792751598229,-0.045701942048510955,-0.263623321350966,-1.3153490661150524,-0.10173464350018102,-0.3068409106187554,-1.5543917617825367,-0.15161050068713847,-0.3399073313225556,-1.752731040222248,-0.1917750452551549,-0.06255556929280154,-0.995334474341543,-0.07345804882855185,-0.10376623209975445,-1.4253792394978126,-0.1293174172585569,-0.12579064665620895,-1.7127145221231692,-0.18567229942950617,-0.1422762257448725,-1.9515190614744709,-0.22647704063350735,0.06231295487808935,-0.9311524812080129,-0.11127977463051478,0.0753351388950943,-1.355585673499431,-0.1867226900128668,0.08553448620810436,-1.6367714784768335,-0.25018786783020175,0.09194398049748655,-1.8833640422163278,-0.29240001900813656,0.1810244539184281,-0.7808716222349913,-0.15175749084369866,0.2669548505608565,-1.0814205915834851,-0.22768352332459263,0.32244707111327847,-1.290008139101649,-0.26869511638975113,0.3661896210359834,-1.4884684510058241,-0.29560357341594035
frame_0018.jpg,0.0,0.0,0.0,-0.2079500504662276,-0.1289754192718879,-0.061156989502140026,-0.36957806180673053,-0.4471254287582129,-0.08446041335051847,-0.4941435908157698,-0.676812948614966,-0.10612802600138257,-0.6134774346112936,-0.7888023316523429,-0.13053551415998194,-0.23426295154851298,-0.918272631871741,-0.03641198755366251,-0.32286445353185017,-1.2636287385018399,-0.08676767543997925,-0.3773156076611841,-1.4965449983985821,-0.13458044962084817,-0.41702311458206615,-1.6892345394751551,-0.17442033662670897,-0.10516974318297663,-0.9927471739477355,-0.05824408757643438,-0.15599171983233134,-1.403548462434478,-0.10658460085931575,-0.18646256076093545,-1.6792744635023233,-0.15941462005449292,-0.2119037922312793,-1.9045390749000668,-0.19883155780516817,0.025315862640939393,-0.9582617259759589,-0.09153328270185755,0.03108540590370167,-1.3716364105492256,-0.16242468471792096,0.035302164499487046,-1.6441676666919476,-0.22416796153000637,0.031908565206804726,-1.8815952147666144,-0.2657508087729625,0.15203449138883188,-0.8357842625729862,-0.1285511488137273,0.23434587385768377,-1.1371216601788978,-0.20309261995644745,0.2850937206913447,-1.3453458696874203,-0.24486346359549205,0.32231871255741723,-1.5412799545530338,-0.272352265933626
frame_0019.jpg,0.0,0.0,0.0,-0.20107113353873546,-0.10331937506254253,-0.07572048865059756,-0.36513818783688484,-0.40263047877530084,-0.10958353569057043,-0.4972826924220009,-0.6256697728770048,-0.13872677299838296,-0.6221877930215463,-0.748285878438201,-0.16885300680386414,-0.24828562093288006,-0.9069501274350003,-0.051180988440266424,-0.34733735497749424,-1.2610606040102559,-0.10869155721148228,-0.4060789196860219,-1.4974559102340512,-0.16136464065158837,-0.4475621932882649,-1.6957143631527507,-0.203156138673568,-0.11878811306319748,-0.9906904985273429,-0.06649601734336964,-0.17773212551959738,-1.4024004704508468,-0.11657264961004048,-0.2130424121709762,-1.6778189079764199,-0.17049432839694936,-0.2435800007542625,-1.9040809000915733,-0.2101710138413149,0.015031214119758562,-0.9679919932967318,-0.09399943168741498,0.0018853136220519822,-1.3810255394579178,-0.1615756628355587,-0.002327542060807474,-1.6472138621038313,-0.21689936625944944,-0.012489690556327463,-1.8772059995015107,-0.25389506076385115,0.14689132059429547,-0.8583502236313159,-0.12715283032032693,0.20650520138585896,-1.1666678239654957,-0.1963369389667752,0.24501306978211704,-1.373195865220961,-0.23164047230122725,0.27179353775515297,-1.5639638273483516,-0.2536543315733996
frame_0020.jpg,0.0,0.0,0.0,-0.1891706653655171,-0.09577599847558506,-0.07942064275046667,-0.35700176455043364,-0.3695220480466997,-0.11766037953620034,-0.4887355797307485,-0.5825672848955252,-0.14989865452700307,-0.6090431582950621,-0.7132788490673604,-0.1816487366843143,-0.2707912675542254,-0.8967554907716282,-0.06110125775187863,-0.37491239044601576,-1.2625220800738615,-0.1225963934580384,-0.43621414989086305,-1.50324431998147,-0.17656100624671348,-0.4795955069809915,-1.6996448296357403,-0.2170383348910178,-0.1454008467818794,-0.986696088821417,-0.07272841301465927,-0.2113111374094559,-1.4028833149279534,-0.12475611257349536,-0.250652067247001,-1.6780876608607613,-0.17691009457862147,-0.2843551880633327,-1.8975589528433423,-0.2139201408872306,-0.0136155524339229,-0.9744872772029588,-0.09617257206554572,-0.04081137039457223,-1.380701674825619,-0.15963908206526894,-0.053084034511766943,-1.6390498012564536,-0.20743743193656394,-0.06830628690193452,-1.8555652228272805,-0.2383468149867072,0.1196482786012833,-0.8785830390797917,-0.1262170917330572,0.15833922666341282,-1.1899849541019392,-0.18808309798940656,0.181797229333194,-1.3943248651182423,-0.21623698985080433,0.19769130777466068,-1.5755116004055023,-0.23217439404574983
frame_0021.jpg,0.0,0.0,0.0,-0.18265636024428222,-0.0584465738994128,-0.0894500716984664,-0.3565176146274941,-0.3195264063794888,-0.12871447841077346,-0.4839097021413015,-0.5416561477965686,-0.15905416405530387,-0.6060660616597452,-0.6789587092266108,-0.18762331873652718,-0.30253392639741516,-0.8761996611085874,-0.06410099849141497,-0.40727125853335894,-1.2448613911849236,-0.12580582679486563,-0.47207049898182885,-1.4890070877032715,-0.18132188970197266,-0.5190364145358974,-1.6893546819875604,-0.2224538351085886,-0.1819158701879459,-0.9809296119014458,-0.06843765534149533,-0.25502838754884566,-1.3936216816817895,-0.11749904782009872,-0.3018741599654599,-1.667447523171876,-0.16861590877321533,-0.34113096939113385,-1.8861631185747012,-0.20486915939376196,-0.0535166219676093,-0.9852781652778819,-0.08537253729002472,-0.09623983574608391,-1.3849704334859585,-0.14121811041970878,-0.11883082888367767,-1.6368007363556516,-0.18426694743690158,-0.1407128989853643,-1.8448092224635007,-0.21331612499345723,0.07676753858701117,-0.9062561760527567,-0.11089223534661612,0.0929356638913098,-1.2046630678912251,-0.16484451360611874,0.10525606780001143,-1.400179141239004,-0.1886832285623929,0.11565889300502981,-1.5737909219309136,-0.20220675213155653
frame_0022.jpg,0.0,0.0,0.0,-0.17882876182890883,-0.05335741068168367,-0.10513373619561497,-0.3507483445165864,-0.29966960790333824,-0.15263408823050775,-0.4728045043145771,-0.5268383425108699,-0.18825906832317332,-0.5956990707957981,-0.67604340153231,-0.2203975212214296,-0.3008354192891005,-0.8734159584149148,-0.07915045743712341,-0.4087968849695729,-1.2383593332748433,-0.14689931680664223,-0.4783890259607795,-1.482415962740801,-0.2067647967057136,-0.5289979603238393,-1.6891795517322035,-0.25075001279796744,-0.18719653675256856,-0.979266133722959,-0.07742929659458282,-0.26665938123972766,-1.3892003192381694,-0.1320481944620629,-0.31522148792657556,-1.6665297649048758,-0.18544734336883312,-0.35279752198731407,-1.892085248087599,-0.22354877190167907,-0.06461167318852734,-0.9864843108430154,-0.08976879211691845,-0.11403960082795625,-1.3797747451499893,-0.15014168076924103,-0.1384668113902617,-1.629115318380339,-0.19205541592448822,-0.16091251856389388,-1.8358026957029467,-0.21975878832717777,0.0642820753444473,-0.9142564836699424,-0.11246409642217886,0.07336685090135531,-1.214164204084213,-0.16905797699855094,0.0824379976500718,-1.4075985836848546,-0.19300277474676678,0.09005618812319775,-1.5789543723417128,-0.20627398337623007
